node_idx,tender_id,country,n_pairs,entropy,normalised_entropy,max_attention,top_pair,top_pair_is_cartel,tender_label,pred_prob
331,243,japan,44,3.74292048880034,0.9890943242516127,0.047747258096933365,japan_812_1413,0,0,0.0005609464715234935
332,244,japan,26,3.2395073150193703,0.9942944529773202,0.0555691160261631,japan_960_1517,0,0,2.5569122954038903e-05
333,245,japan,4,1.270442221961467,0.9164303466798821,0.41678953170776367,japan_511_745,0,0,0.00027422633138485253
334,246,japan,18,2.805170495226433,0.9705223861127997,0.12489505112171173,japan_496_1275,0,0,2.661797043401748e-05
335,247,japan,23,3.0552888615683305,0.9744201874290329,0.10114134103059769,japan_58_615,1,1,0.9275734424591064
336,248,japan,51,2.2128623227295923,0.5628078479147409,0.4021390974521637,japan_712_1280,0,0,0.00018348604498896748
337,249,japan,10,2.1320608154500618,0.925942247232109,0.2475096881389618,japan_257_1499,1,1,0.7940835356712341
338,250,japan,12,2.3262516175585155,0.9361525181466996,0.1390518695116043,japan_140_224,1,1,0.9119470715522766
339,251,japan,45,3.7407011034419657,0.9826721211807948,0.048289064317941666,japan_852_1356,0,0,5.584321479545906e-05
340,252,japan,37,2.2110241410437657,0.6123163678967888,0.494438499212265,japan_1079_1208,0,0,8.706113294465467e-05
341,253,japan,27,3.257356439961558,0.9883245355861856,0.06820257008075714,japan_600_1093,0,0,3.677841232274659e-05
342,254,japan,45,3.6839785067726156,0.9677712475620327,0.05996733531355858,japan_1079_1272,0,0,0.0003275555500295013
345,258,japan,22,3.0528188245502768,0.9876340654051805,0.06971153616905212,japan_943_1315,0,0,5.724974107579328e-05
346,259,japan,18,2.5072967385958522,0.8674651389552934,0.26270484924316406,japan_496_1275,0,0,2.20734018512303e-05
347,260,japan,34,3.4179168615719577,0.9692477095614017,0.05302473530173302,japan_247_419,1,1,0.9374359250068665
348,261,japan,35,3.4232882574278043,0.9628560124697646,0.07189372926950455,japan_495_1287,0,0,3.7701647670473903e-05
349,262,japan,59,4.018292529071981,0.9854704179547666,0.03731514513492584,japan_712_756,0,0,0.0048004332929849625
350,263,japan,50,3.7694844587866743,0.9635639804664513,0.05172453075647354,japan_158_261,1,1,0.8231785893440247
351,264,japan,28,3.1684832964945273,0.9508669971543648,0.09412052482366562,japan_182_1702,1,1,0.8567119240760803
352,265,japan,20,2.6654804254598488,0.8897592248113856,0.16540002822875977,japan_266_386,1,1,0.8581462502479553
353,266,japan,15,2.604507992736048,0.9617650336304625,0.1266142874956131,japan_3_269,1,1,0.9513435959815979
354,267,japan,61,4.003398341508743,0.9738557965494323,0.04486335441470146,japan_832_1299,1,1,0.9521328806877136
355,268,japan,44,3.5766304404417415,0.9451509534257652,0.06094988062977791,japan_223_1619,1,1,0.9157320261001587
356,269,japan,70,4.026548921597693,0.9477588398228721,0.0428263321518898,japan_342_1544,1,1,0.9864094257354736
357,270,japan,17,2.809319041319993,0.9915663595237716,0.08694005012512207,japan_945_963,0,0,5.219385275267996e-05
358,271,japan,5,1.6049258053181672,0.9971964702203957,0.23730888962745667,japan_530_1046,0,0,1.4905665921105538e-05
359,272,japan,22,3.0258108996630604,0.9788965843466874,0.10727710276842117,japan_984_1279,0,0,0.0019274315563961864
361,274,japan,21,2.8898038549860785,0.9491813294524323,0.1245628148317337,japan_943_1315,0,0,0.00028849722002632916
362,275,japan,24,3.129143978657905,0.98461012484339,0.07480130344629288,japan_1043_1159,0,0,0.0035831888671964407
363,276,japan,45,3.742845150731169,0.983235356638355,0.045851241797208786,japan_1308_1336,0,0,5.833497561980039e-05
364,277,japan,42,3.692758701433263,0.9879842464859877,0.049018848687410355,japan_812_1413,0,0,3.61912498192396e-05
365,278,japan,41,3.6499904140597397,0.9828785731089917,0.044421128928661346,japan_813_876,0,0,0.0002251892874483019
366,279,japan,45,3.7403246511717727,0.98257322818169,0.03602161258459091,japan_813_876,0,0,0.0009890123037621379
367,280,japan,33,3.4206280936276103,0.9782984974278034,0.07137370854616165,japan_1308_1336,0,0,5.578056880040094e-05
368,281,japan,20,2.7847785572180084,0.9295819195198918,0.12455819547176361,japan_600_1374,0,0,3.434779864619486e-05
369,282,japan,11,2.108349616307463,0.8792500824470934,0.3452776074409485,japan_346_772,0,0,0.00012488727224990726
370,283,japan,43,3.3781985525804723,0.8981703840976127,0.16513989865779877,japan_1100_1356,0,0,5.600730946753174e-05
371,284,japan,45,3.7797784098914375,0.9929376245067357,0.03738909959793091,japan_1424_1425,0,0,4.856587474932894e-05
372,285,japan,26,3.182323130017306,0.9767430439460857,0.08313308656215668,japan_904_914,0,0,0.00031310084159485996
373,286,japan,13,2.5191254701795756,0.9821345840031275,0.11564728617668152,japan_814_1647,1,0,0.0006499740993604064
374,288,japan,26,3.1494954072758503,0.9666673072825579,0.08227293193340302,japan_683_1699,0,0,0.0003822239232249558
375,289,japan,19,2.8996753099463244,0.9847972161974339,0.08447326719760895,japan_561_849,0,0,0.00047719385474920273
376,290,japan,18,2.8527900066316914,0.9869976063937782,0.08073998242616653,japan_561_1026,0,0,0.0003175239253323525
377,291,japan,33,3.4595689440046935,0.9894355676879205,0.04705164581537247,japan_757_828,0,0,0.00014575316163245589
379,295,japan,17,2.769949240212789,0.9776705471276462,0.13421617448329926,japan_181_414,0,0,0.00025298746186308563
380,296,japan,6,1.7062119304478864,0.952255009531483,0.31346672773361206,japan_782_930,1,0,9.060207958100364e-05
381,297,japan,10,2.2770427021032087,0.9889070805814936,0.14814868569374084,japan_981_1477,0,0,0.0005165358888916671
382,298,japan,6,1.78337644894841,0.9953213472993356,0.199715718626976,japan_698_1485,0,0,1.3928272892371751e-05
383,299,japan,62,4.000256021268747,0.969257515762972,0.05430477857589722,japan_197_789,0,0,0.0005508982576429844
384,300,japan,15,2.6520052853484763,0.9793043290959219,0.11310870945453644,japan_1394_1709,0,0,5.651609171763994e-05
385,301,japan,25,3.0984243632818824,0.9625796494988277,0.14177507162094116,japan_620_1404,0,0,3.483103500911966e-05
386,302,japan,7,1.9130032061717626,0.9830891765996872,0.19585630297660828,japan_853_990,0,0,0.09164146333932877
387,303,japan,28,3.304778698735189,0.9917694693239063,0.0662643313407898,japan_331_1555,0,0,0.00036190179525874555
388,304,japan,30,3.1337142907398094,0.9213561987420948,0.1821974217891693,japan_331_1555,0,0,7.82927600084804e-05
389,305,japan,3,1.085656369055718,0.988207013751777,0.3721294403076172,japan_313_1592,1,0,0.0026501643005758524
390,306,japan,28,3.2848975904840807,0.9858031163613556,0.054479021579027176,japan_1265_1291,0,0,6.968099478399381e-05
391,307,japan,10,2.1114349515829836,0.9169845483701493,0.16078594326972961,japan_738_1466,1,1,0.9787576794624329
392,308,japan,78,3.602014096665846,0.8267741177926747,0.09993626177310944,japan_102_338,1,1,0.9965649247169495
393,309,japan,39,3.562558167555819,0.9724302500326337,0.056424520909786224,japan_495_1287,0,0,4.366331995697692e-05
394,310,japan,38,3.4688064558795704,0.9536011804433766,0.08518902212381363,japan_586_1151,0,0,0.00032545291469432414
395,311,japan,39,3.5627928438545906,0.9724943069044539,0.056147437542676926,japan_495_1287,0,0,4.256109241396189e-05
396,312,japan,5,1.5932926129097387,0.9899683613765854,0.2587648034095764,japan_781_1206,0,0,0.0021226024255156517
397,313,japan,17,2.7268438429335924,0.9624562331863303,0.11736863851547241,japan_542_1063,0,0,3.659453068394214e-05
398,314,japan,11,2.38105006221229,0.9929750015452418,0.13063323497772217,japan_729_1560,0,0,0.0012272500898689032
399,315,japan,22,3.047974767276559,0.9860669380211956,0.07026967406272888,japan_1577_1613,1,1,0.9800999760627747
400,316,japan,33,3.452576967234526,0.9874358646564662,0.06035938858985901,japan_542_1332,0,0,5.4815045587019995e-05
401,317,japan,10,2.26788715320049,0.9849308762142475,0.16004183888435364,japan_121_990,0,0,0.02551964856684208
402,318,japan,26,3.2379009356882444,0.9938014107017523,0.06011584401130676,japan_843_1292,0,0,0.0014670268865302205
403,319,japan,23,3.0752248056853575,0.980778337929119,0.08234576135873795,japan_1082_1204,0,0,5.306141247274354e-05
404,321,japan,28,3.2836314434825726,0.9854231435842822,0.06079374626278877,japan_1279_1387,0,0,0.0010586072457954288
405,322,japan,4,1.3395384950078446,0.9662727719138414,0.35106614232063293,japan_654_1592,0,0,0.0005826848209835589
406,324,japan,16,2.742635145204029,0.9891965307384087,0.09014341235160828,japan_244_770,1,0,0.009313113987445831
407,325,japan,38,3.606950876832085,0.9915781285860717,0.03806177154183388,japan_489_1243,0,0,0.0008389564463868737
408,326,japan,32,3.4236992013074836,0.9878707718443623,0.06265833973884583,japan_798_1356,0,0,3.8794245483586565e-05
409,327,japan,10,1.7149009131734663,0.744772003602084,0.4602815508842468,japan_852_1237,0,0,4.582552719512023e-05
410,328,japan,30,3.0578901106247085,0.8990628203795471,0.10503141582012177,japan_813_876,0,0,0.00028943500365130603
411,329,japan,14,2.567278613386168,0.9728013804688529,0.13502904772758484,japan_607_665,0,0,0.00021979866141919047
412,330,japan,34,3.473978434657273,0.9851455659189611,0.06248253211379051,japan_1287_1332,0,0,3.696346902870573e-05
413,331,japan,6,1.767513149015612,0.9864678710346713,0.22190581262111664,japan_1271_1308,0,0,0.00011273855488980189
414,332,japan,7,1.8814085561339988,0.966852738317528,0.2134629487991333,japan_159_1447,0,0,5.492052514455281e-05
415,333,japan,28,3.282095171004909,0.984962105711915,0.06588384509086609,japan_1043_1159,0,0,4.048470509587787e-05
